1.299505,0.644950,-0.381541,-1.522363,0.048409,-0.668847,-0.012919,0.015821,1.149559,2.680714,3.177022,-1.854867
1.301723,0.641490,-0.380440,-1.516690,0.052082,-0.670062,-0.003349,0.014248,1.146966,2.672987,3.168236,-1.855682
1.303509,0.637094,-0.378852,-1.512640,0.056287,-0.674021,0.020254,0.014430,1.145619,2.663750,3.154128,-1.852627
1.300127,0.634726,-0.376386,-1.511030,0.057534,-0.676879,0.032879,0.013997,1.147311,2.662563,3.146692,-1.848173
1.296418,0.632477,-0.369728,-1.506737,0.055780,-0.678730,0.032182,0.023133,1.140979,2.663852,3.151284,-1.845950
1.294150,0.634339,-0.370227,-1.510051,0.055195,-0.678274,0.032350,0.022471,1.145265,2.668099,3.154989,-1.844670
1.292660,0.630668,-0.366085,-1.503389,0.056158,-0.675822,0.023436,0.023442,1.137821,2.664340,3.158508,-1.845586
1.292736,0.628582,-0.364014,-1.501177,0.058233,-0.674148,0.020667,0.021581,1.134238,2.661799,3.156304,-1.847722
1.292396,0.625321,-0.363152,-1.497337,0.062374,-0.670878,0.020221,0.012932,1.134071,2.656513,3.150225,-1.850367
1.291380,0.625844,-0.362692,-1.499376,0.062193,-0.669614,0.021066,0.010312,1.138604,2.660530,3.150278,-1.852592
1.290644,0.623317,-0.359592,-1.495206,0.062688,-0.668692,0.021839,0.012641,1.135329,2.658109,3.152829,-1.853791
1.289147,0.621387,-0.356144,-1.492292,0.063374,-0.667990,0.020391,0.014168,1.132460,2.657875,3.154602,-1.854414
